,index,consider_len,end_time,buy_discount_rate,sell_discount_rate,buy_power_threshold,sell_power_threshold,buy_accel_threshold,sell_accel_threshold,buy_power_ratio_threshold,mean_earning_rate,total_trade_count,oscillation_count,oscillation_ratio
115,0,20,20200902101000,0.5,0.5,2,2,0.5,0.3,2000,-0.27,244,200,0.82
116,0,20,20200902091000,0.5,0.5,2,2,0.5,0.3,20000,-0.2,7,5,0.71
117,0,20,20200902092000,0.5,0.5,2,2,0.5,0.3,20000,-0.2,28,20,0.71
118,0,20,20200902093000,0.5,0.5,2,2,0.5,0.3,20000,-0.29,38,30,0.79
119,0,20,20200902101000,0.5,0.5,2,2,0.5,0.3,20000,-0.29,74,59,0.8
120,0,20,20200902091000,0.5,0.5,2,2,0.5,0.5,100,-0.27,33,24,0.73
121,0,20,20200902092000,0.5,0.5,2,2,0.5,0.5,100,-0.23,99,71,0.72
122,0,20,20200902093000,0.5,0.5,2,2,0.5,0.5,100,-0.28,158,121,0.77
123,0,20,20200902101000,0.5,0.5,2,2,0.5,0.5,100,-0.3,257,205,0.8
124,0,20,20200902091000,0.5,0.5,2,2,0.5,0.5,2000,-0.28,14,9,0.64
125,0,20,20200902092000,0.5,0.5,2,2,0.5,0.5,2000,-0.16,48,29,0.6
126,0,20,20200902093000,0.5,0.5,2,2,0.5,0.5,2000,-0.24,77,53,0.69
127,0,20,20200902101000,0.5,0.5,2,2,0.5,0.5,2000,-0.24,133,99,0.74
128,0,20,20200902091000,0.5,0.5,2,2,0.5,0.5,20000,-0.32,4,2,0.5
129,0,20,20200902092000,0.5,0.5,2,2,0.5,0.5,20000,-0.13,15,7,0.47
130,0,20,20200902093000,0.5,0.5,2,2,0.5,0.5,20000,-0.27,24,14,0.58
131,0,20,20200902101000,0.5,0.5,2,2,0.5,0.5,20000,-0.19,44,29,0.66
132,0,20,20200902091000,0.5,0.5,2,2,0.5,0.7,100,-0.3,32,24,0.75
133,0,20,20200902092000,0.5,0.5,2,2,0.5,0.7,100,-0.24,89,62,0.7
134,0,20,20200902093000,0.5,0.5,2,2,0.5,0.7,100,-0.29,142,104,0.73
135,0,20,20200902101000,0.5,0.5,2,2,0.5,0.7,100,-0.3,232,179,0.77
136,0,20,20200902091000,0.5,0.5,2,2,0.5,0.7,2000,-0.3,14,10,0.71
137,0,20,20200902092000,0.5,0.5,2,2,0.5,0.7,2000,-0.16,47,28,0.6
138,0,20,20200902093000,0.5,0.5,2,2,0.5,0.7,2000,-0.24,73,48,0.66
139,0,20,20200902101000,0.5,0.5,2,2,0.5,0.7,2000,-0.23,125,89,0.71
140,0,20,20200902091000,0.5,0.5,2,2,0.5,0.7,20000,-0.4,4,3,0.75
141,0,20,20200902092000,0.5,0.5,2,2,0.5,0.7,20000,-0.13,15,8,0.53
142,0,20,20200902093000,0.5,0.5,2,2,0.5,0.7,20000,-0.27,24,15,0.62
143,0,20,20200902101000,0.5,0.5,2,2,0.5,0.7,20000,-0.17,42,27,0.64
144,0,20,20200902091000,0.5,0.5,5,1,0.3,0.3,100,-0.26,155,119,0.77
145,0,20,20200902092000,0.5,0.5,5,1,0.3,0.3,100,-0.29,642,529,0.82
146,0,20,20200902093000,0.5,0.5,5,1,0.3,0.3,100,-0.3,1319,1138,0.86
147,0,20,20200902101000,0.5,0.5,5,1,0.3,0.3,100,-0.31,2259,1970,0.87
148,0,20,20200902091000,0.5,0.5,5,1,0.3,0.3,2000,-0.2,81,58,0.72
149,0,20,20200902092000,0.5,0.5,5,1,0.3,0.3,2000,-0.27,327,265,0.81
150,0,20,20200902093000,0.5,0.5,5,1,0.3,0.3,2000,-0.29,673,573,0.85
151,0,20,20200902101000,0.5,0.5,5,1,0.3,0.3,2000,-0.29,1188,1011,0.85
152,0,20,20200902091000,0.5,0.5,5,1,0.3,0.3,20000,-0.16,24,17,0.71
153,0,20,20200902092000,0.5,0.5,5,1,0.3,0.3,20000,-0.25,110,88,0.8
154,0,20,20200902093000,0.5,0.5,5,1,0.3,0.3,20000,-0.28,243,208,0.86
155,0,20,20200902101000,0.5,0.5,5,1,0.3,0.3,20000,-0.29,454,386,0.85
156,0,20,20200902091000,0.5,0.5,5,1,0.3,0.5,100,-0.29,61,46,0.75
157,0,20,20200902092000,0.5,0.5,5,1,0.3,0.5,100,-0.31,240,182,0.76
158,0,20,20200902093000,0.5,0.5,5,1,0.3,0.5,100,-0.33,493,395,0.8
159,0,20,20200902101000,0.5,0.5,5,1,0.3,0.5,100,-0.34,866,692,0.8
160,0,20,20200902091000,0.5,0.5,5,1,0.3,0.5,2000,-0.24,39,26,0.67
161,0,20,20200902092000,0.5,0.5,5,1,0.3,0.5,2000,-0.24,145,101,0.7
162,0,20,20200902093000,0.5,0.5,5,1,0.3,0.5,2000,-0.27,309,234,0.76
163,0,20,20200902101000,0.5,0.5,5,1,0.3,0.5,2000,-0.3,559,428,0.77
164,0,20,20200902091000,0.5,0.5,5,1,0.3,0.5,20000,-0.2,14,9,0.64
165,0,20,20200902092000,0.5,0.5,5,1,0.3,0.5,20000,-0.15,56,36,0.64
166,0,20,20200902093000,0.5,0.5,5,1,0.3,0.5,20000,-0.21,129,94,0.73
